"Previsioni regionali della popolazione residente per sesso, età e regione - base 1.1.2024 - Anni 2024/2080"
"Regione: Sicilia"
"Anno";"Sesso";"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
2025;Maschi;3;19283;19286;19291;19298;19304;19309;19312;
2025;Maschi;4;19623;19626;19631;19636;19642;19647;19651;
2025;Maschi;5;20192;20195;20199;20205;20210;20215;20217;
2025;Maschi;6;20947;20950;20954;20959;20964;20968;20971;
2025;Maschi;7;21440;21443;21447;21452;21457;21461;21464;
2025;Maschi;8;21290;21293;21297;21301;21305;21309;21312;
2025;Maschi;9;22083;22085;22089;22094;22098;22102;22104;
2025;Maschi;10;22622;22624;22628;22633;22637;22641;22643;
2025;Maschi;11;22225;22228;22232;22236;22240;22244;22247;
2025;Maschi;12;23253;23256;23259;23264;23269;23272;23275;
2025;Maschi;13;23503;23506;23510;23515;23519;23524;23526;
2025;Maschi;14;24196;24199;24203;24208;24213;24217;24219;
2025;Maschi;15;24902;24904;24909;24914;24920;24925;24927;
2025;Maschi;16;25394;25398;25404;25411;25418;25424;25427;
2025;Maschi;17;25410;25415;25422;25431;25440;25447;25452;
2025;Maschi;18;26690;26695;26704;26714;26724;26734;26739;
2025;Maschi;19;27294;27300;27311;27322;27334;27344;27350;
2025;Maschi;20;27953;27961;27973;27989;28003;28015;28024;
2025;Maschi;21;26737;26747;26764;26783;26801;26820;26831;
2025;Maschi;22;26303;26317;26340;26365;26391;26414;26427;
2025;Maschi;23;26617;26633;26664;26696;26727;26757;26776;
2025;Maschi;24;27163;27184;27218;27258;27300;27338;27359;
2025;Maschi;25;26849;26872;26911;26957;27000;27039;27062;
2025;Maschi;26;26250;26276;26318;26364;26409;26454;26479;
2025;Maschi;27;25975;26002;26043;26091;26137;26179;26203;
2025;Maschi;28;25697;25719;25759;25802;25847;25888;25911;
2025;Maschi;29;25583;25607;25646;25686;25727;25765;25788;
2025;Maschi;30;26095;26119;26154;26193;26231;26264;26287;
2025;Maschi;31;26641;26661;26695;26732;26769;26800;26818;
2025;Maschi;32;27776;27791;27823;27857;27893;27922;27940;
2025;Maschi;33;27524;27540;27566;27596;27626;27652;27668;
2025;Maschi;34;27960;27974;27998;28025;28052;28077;28089;
2025;Maschi;35;27963;27977;27999;28023;28047;28069;28084;
2025;Maschi;36;28682;28694;28714;28735;28757;28776;28788;
2025;Maschi;37;27986;27997;28014;28033;28053;28068;28077;
2025;Maschi;38;28334;28344;28358;28375;28392;28408;28417;
2025;Maschi;39;28404;28412;28424;28440;28454;28468;28476;
2025;Maschi;40;29027;29034;29046;29060;29074;29088;29095;
2025;Maschi;41;28842;28848;28860;28872;28884;28896;28903;
2025;Maschi;42;29876;29882;29893;29905;29916;29927;29933;
2025;Maschi;43;29854;29860;29870;29881;29891;29901;29907;
2025;Maschi;44;30948;30954;30964;30974;30985;30995;31000;
2025;Maschi;45;31148;31153;31162;31172;31182;31192;31197;
2025;Maschi;46;32138;32143;32153;32163;32172;32181;32187;
2025;Maschi;47;32409;32414;32423;32432;32441;32450;32455;
2025;Maschi;48;34042;34047;34055;34064;34073;34081;34086;
2025;Maschi;49;34980;34984;34992;35001;35010;35018;35023;
2025;Maschi;50;35889;35893;35902;35910;35918;35926;35931;
2025;Maschi;51;35187;35191;35199;35206;35214;35220;35224;
2025;Maschi;52;35420;35424;35430;35437;35444;35450;35454;
2025;Maschi;53;35755;35759;35765;35770;35776;35781;35785;
2025;Maschi;54;35131;35134;35138;35143;35148;35153;35156;
2025;Maschi;55;36557;36559;36563;36568;36573;36577;36580;
2025;Maschi;56;35956;35959;35963;35967;35972;35976;35978;
2025;Maschi;57;36279;36281;36285;36290;36294;36298;36301;
2025;Maschi;58;35811;35814;35818;35822;35826;35830;35833;
2025;Maschi;59;35282;35284;35288;35292;35296;35300;35303;
2025;Maschi;60;36330;36333;36336;36341;36345;36349;36352;
2025;Maschi;61;34157;34159;34163;34167;34171;34175;34178;
2025;Maschi;62;33691;33693;33697;33702;33706;33710;33713;
2025;Maschi;63;32569;32571;32576;32580;32585;32589;32592;
2025;Maschi;64;32438;32440;32445;32450;32455;32460;32463;
2025;Maschi;65;30824;30827;30832;30837;30842;30847;30850;
2025;Maschi;66;29554;29556;29561;29567;29572;29577;29580;
2025;Maschi;67;29204;29207;29212;29217;29223;29228;29231;
2025;Maschi;68;28296;28299;28304;28309;28315;28320;28323;
2025;Maschi;69;28185;28188;28193;28199;28205;28210;28213;
2025;Maschi;70;27378;27381;27386;27392;27398;27403;27406;
2025;Maschi;71;25062;25065;25070;25076;25082;25087;25090;
2025;Maschi;72;24284;24288;24293;24299;24305;24310;24314;
2025;Maschi;73;23833;23836;23842;23849;23855;23861;23864;
2025;Maschi;74;23946;23949;23956;23963;23970;23976;23980;
2025;Maschi;75;23560;23565;23571;23579;23587;23594;23598;
2025;Maschi;76;23827;23832;23839;23848;23857;23864;23869;
2025;Maschi;77;22795;22800;22808;22817;22827;22834;22839;
2025;Maschi;78;20021;20026;20035;20044;20053;20061;20065;
2025;Maschi;79;16460;16465;16472;16481;16489;16496;16500;
